Run Name,Churn Probability
Churn_Prediction,0.8301807307547123
bald-stoat-602,0.2367504489759906
rare-mole-58,0.8301807307547123
bold-grub-32,0.2367504489759906
dapper-sow-236,0.2774266417080802
legendary-toad-357,0.2774266417080802
worried-cow-163,0.8301807307547123
powerful-grub-355,0.2774266417080802
awesome-hound-235,0.2774266417080802
secretive-sow-792,0.2774266417080802
respected-rook-183,0.2774266417080802
